test_name	included_in_unit_basic	category	rule_kind	rule_pattern	rationale
theme::tests::rejects_invalid_colors	no	interactive_tui_workflow_tests	prefix	theme::tests	Theme discovery/rendering behavior belongs to broader UI coverage.
theme::tests::rejects_invalid_json	no	interactive_tui_workflow_tests	prefix	theme::tests	Theme discovery/rendering behavior belongs to broader UI coverage.
theme::tests::resolve_defaults_to_dark_when_no_theme_set	no	interactive_tui_workflow_tests	prefix	theme::tests	Theme discovery/rendering behavior belongs to broader UI coverage.
theme::tests::resolve_defaults_to_dark_when_theme_is_empty	no	interactive_tui_workflow_tests	prefix	theme::tests	Theme discovery/rendering behavior belongs to broader UI coverage.
theme::tests::resolve_defaults_to_dark_when_theme_is_whitespace	no	interactive_tui_workflow_tests	prefix	theme::tests	Theme discovery/rendering behavior belongs to broader UI coverage.
theme::tests::resolve_falls_back_to_dark_for_invalid_spec	no	interactive_tui_workflow_tests	prefix	theme::tests	Theme discovery/rendering behavior belongs to broader UI coverage.
theme::tests::resolve_spec_case_insensitive	no	interactive_tui_workflow_tests	prefix	theme::tests	Theme discovery/rendering behavior belongs to broader UI coverage.
theme::tests::resolve_spec_empty_returns_error	no	interactive_tui_workflow_tests	prefix	theme::tests	Theme discovery/rendering behavior belongs to broader UI coverage.
theme::tests::resolve_spec_errors_on_missing_path	no	interactive_tui_workflow_tests	prefix	theme::tests	Theme discovery/rendering behavior belongs to broader UI coverage.
theme::tests::resolve_spec_loads_from_path	no	interactive_tui_workflow_tests	prefix	theme::tests	Theme discovery/rendering behavior belongs to broader UI coverage.
theme::tests::resolve_spec_supports_builtins	no	interactive_tui_workflow_tests	prefix	theme::tests	Theme discovery/rendering behavior belongs to broader UI coverage.
theme::tests::resolve_theme_path_handles_home_relative_and_absolute	no	interactive_tui_workflow_tests	prefix	theme::tests	Theme discovery/rendering behavior belongs to broader UI coverage.
theme::tests::theme_serde_roundtrip	no	interactive_tui_workflow_tests	prefix	theme::tests	Theme discovery/rendering behavior belongs to broader UI coverage.
theme::tests::tui_styles_returns_valid_struct	no	interactive_tui_workflow_tests	prefix	theme::tests	Theme discovery/rendering behavior belongs to broader UI coverage.
theme::tests::validate_color_invalid_chars	no	interactive_tui_workflow_tests	prefix	theme::tests	Theme discovery/rendering behavior belongs to broader UI coverage.
theme::tests::validate_color_invalid_no_hash	no	interactive_tui_workflow_tests	prefix	theme::tests	Theme discovery/rendering behavior belongs to broader UI coverage.
theme::tests::validate_color_invalid_too_short	no	interactive_tui_workflow_tests	prefix	theme::tests	Theme discovery/rendering behavior belongs to broader UI coverage.
theme::tests::validate_color_valid	no	interactive_tui_workflow_tests	prefix	theme::tests	Theme discovery/rendering behavior belongs to broader UI coverage.
theme::tests::validate_rejects_empty_name	no	interactive_tui_workflow_tests	prefix	theme::tests	Theme discovery/rendering behavior belongs to broader UI coverage.
theme::tests::validate_rejects_empty_version	no	interactive_tui_workflow_tests	prefix	theme::tests	Theme discovery/rendering behavior belongs to broader UI coverage.
tools::tests::bash_tool_redacts_secret_like_full_output_artifacts	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::bash_tool_spills_truncated_full_output_to_artifact	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::grep_tool_spills_large_search_results_with_lifecycle_manifest	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::head_truncating_line_writer_matches_join_at_byte_boundary	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::head_truncating_line_writer_matches_join_without_truncation	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::head_truncating_line_writer_preserves_utf8_boundary_and_order	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::ls_tool_spills_oversized_directory_listing_to_artifact	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::proptest_build_normalized_content_invariants	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::proptest_build_normalized_content_trailing_whitespace_invariant	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::proptest_fuzzy_find_text_exact_match_invariants	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::proptest_fuzzy_find_text_normalized_match_invariants	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::proptest_line_ending_roundtrip_invariant	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::proptest_map_normalized_range_roundtrip	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::proptest_normalize_dot_segments_pathish_invariants	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::proptest_normalize_for_match_invariants	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::proptest_resolve_path_safe_relative_invariants	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::proptest_truncate_head_invariants	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::proptest_truncate_head_monotonic_limits	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::proptest_truncate_head_prefix_invariant_under_append	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::proptest_truncate_line_boundary_invariants	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::proptest_truncate_tail_invariants	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::proptest_truncate_tail_monotonic_limits	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::proptest_truncate_tail_suffix_invariant_under_prepend	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::read_tool_denied_path_does_not_emit_lifecycle_artifact	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::read_tool_spills_oversized_selected_text_window_to_artifact	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_bash_exit_code_nonzero	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_bash_hard_limit_retains_partial_spill_file	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_bash_multiline_output	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_bash_output_state_abandon_spill_file_clears_path_and_unlinks_file	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_bash_pump_stream_emits_io_error_frame_after_partial_output	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_bash_signal_termination_is_error	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_bash_simple_command	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_bash_stderr_capture	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_bash_timeout	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_bash_working_directory	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_command_with_default_sigpipe_in_dir_resolves_relative_program_after_cwd	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_compute_line_hash_basic	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_compute_line_hash_punctuation_only	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_compute_line_hash_whitespace_invariant	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_count_overlapping_occurrences	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_detect_line_ending_cr	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_detect_line_ending_crlf	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_detect_line_ending_lf	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_detect_line_ending_no_newline	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_detect_supported_image_mime_type_from_bytes	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_drain_bash_output_honors_cancellation_while_process_still_active	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_drain_bash_output_ignores_cancellation_after_process_exit	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_drain_bash_output_returns_pipe_read_error	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_edit_ambiguous_match_error	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_edit_cr_content_correctness	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_edit_crlf_content_correctness	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_edit_empty_old_text_error	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_edit_exact_match_replace	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_edit_missing_file	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_edit_multi_line_replacement	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_edit_no_match_error	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_edit_unicode_content	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_enforce_read_scope_allows_agent_dir_outside_cwd	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_enforce_read_scope_prefers_cwd_when_path_is_under_cwd	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_enforce_read_scope_still_rejects_unrelated_paths	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_find_append_non_matching_file_invariant	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_find_exact_limit_does_not_report_limit_reached	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_find_glob_pattern	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_find_limit	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_find_nested_directories	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_find_no_matches	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_find_nonexistent_path	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_find_rejects_outside_cwd	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_find_respects_gitignore	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_find_results_are_sorted	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_find_zero_limit_is_rejected	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_format_hashline_tag	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_format_size	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_get_file_lines_async_unreadable_file_returns_empty	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_grep_append_non_matching_lines_invariant	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_grep_basic_pattern	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_grep_case_insensitive	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_grep_case_sensitive_by_default	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_grep_context_lines	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_grep_exact_limit_does_not_report_limit_reached	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_grep_formats_paths_relative_to_symlinked_cwd	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_grep_hashline_output	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_grep_hashline_with_context	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_grep_large_output_does_not_deadlock_reader_threads	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_grep_limit	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_grep_literal_mode	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_grep_no_matches	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_grep_regex_pattern	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_grep_rejects_outside_cwd	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_grep_rejects_zero_limit	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_grep_respects_gitignore	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_hashline_edit_append	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_hashline_edit_bof_prepend_no_pos	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_hashline_edit_bottom_up_ordering	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_hashline_edit_cr_preservation	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_hashline_edit_crlf_preservation	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_hashline_edit_dedup	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_hashline_edit_delete_lines	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_hashline_edit_empty_file_append	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_hashline_edit_eof_append_no_pos	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_hashline_edit_hash_mismatch	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_hashline_edit_noop_detection	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_hashline_edit_overlapping_replace_ranges_rejected	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_hashline_edit_prefix_stripping	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_hashline_edit_prepend	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_hashline_edit_preserves_bom_hash_validation	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_hashline_edit_range_replace	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_hashline_edit_reversed_range_rejected	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_hashline_edit_single_line_no_trailing_newline	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_hashline_edit_single_replace	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_hashline_edit_trailing_newline_semantics	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_hashline_read_output_format	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_js_string_length	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_line_count_from_newline_count_matches_trailing_newline_semantics	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_ls_default_cwd	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_ls_directory_listing	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_ls_empty_directory	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_ls_limit	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_ls_nonexistent_directory	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_ls_rejects_outside_cwd	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_ls_trailing_slash_for_dirs	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_ls_zero_limit_is_rejected	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_map_normalized_with_trailing_whitespace	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_normalize_dot_segments_preserves_leading_parent_for_relative	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_normalize_dot_segments_preserves_root	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_normalize_to_lf	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_parse_hashline_tag_invalid	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_parse_hashline_tag_valid	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_read_binary_file_lossy	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_read_blocked_images	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_read_empty_file	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_read_empty_file_positive_offset_errors	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_read_first_line_exceeds_max_bytes	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_read_image_detection	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_read_nonexistent_file	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_read_offset_and_limit	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_read_offset_and_limit_with_cr_only_line_endings	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_read_offset_and_limit_with_split_crlf_chunk_boundary	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_read_offset_beyond_eof	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_read_rejects_outside_cwd	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_read_rejects_zero_limit	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_read_truncation_at_max_lines	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_read_unicode_content	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_read_valid_file	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
